airport,airport_iata,country,city,rental_length,start_date,start_time,return_date,return_time,date_offset,deposit_price,drive_away_price,price,currency,product_name,product_id,airbags,aircon,free_cancellation,doors,group,seats,transmission,mileage,supplier_name,average,cleanliness,condition,dropoff_time,efficiency,location,pickup_time,value_for_money,no_of_ratings,rental_days,total_price
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,189.84,191.5,189.84,EUR,Citroen e-C4,731499781,1,1,1,5,Compact,5,Automatic,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,571.1800000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,195.6,197.26,195.6,EUR,Renault Captur,710750606,1,1,1,4,Compact,5,Automatic,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,588.46
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,187.57,189.23,187.57,EUR,Renault Captur,710750601,1,1,1,4,Compact,5,Manual,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,564.37
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,190.16,190.16,190.16,EUR,Ford Focus GPS,670548531,1,1,1,4,Compact,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,570.48
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,505.36,505.36,505.36,EUR,Audi e-tron,731553156,1,1,1,4,Luxury,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1516.08
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,548.63,548.63,548.63,EUR,Volkswagen Touareg 4x4 GPS,593748803,1,1,1,4,Luxury,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1645.8899999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,200.45,200.45,200.45,EUR,Renault Captur,720815776,1,1,1,4,Compact,5,Manual,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,601.3499999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,225.16,225.16,225.16,EUR,Ford Kuga,665651331,1,1,1,4,Intermediate,5,Manual,600 kilometres per rental,Dollar,8.1,9.0,9.1,9.1,8.3,6.4,7.4,7.7,538,2,675.48
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,374.8,374.8,374.8,EUR,Mercedes C-Class Estate,720492946,1,1,1,5,Full-size,5,Automatic,Unlimited km,Avis,7.8,8.9,8.6,9.0,7.3,7.8,7.2,6.6,1642,2,1124.4
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,244.37,244.37,244.37,EUR,Ford Kuga,649277698,1,1,1,4,Intermediate,5,Manual,600 kilometres per rental,Thrifty,7.9,8.6,8.4,9.3,8.3,6.0,7.3,7.8,403,2,733.11
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,163.67,163.67,163.67,EUR,Opel  Adam,670561036,1,1,1,2,Mini,4,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,491.01
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,176.74,176.74,176.74,EUR,Ford Fiesta,670549711,1,1,1,4,Economy,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,530.22
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,250.72,250.72,250.72,EUR,Ford Kuga,670555136,1,1,1,4,Intermediate,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,752.16
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,253.04,253.04,253.04,EUR,Ford Kuga GPS,678121736,1,1,1,4,Intermediate,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,759.12
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,200.16,200.16,200.16,EUR,Volkswagen Golf,564700523,1,1,1,4,Compact,5,Manual,500 kilometres per rental,Keddy By Europcar,7.6,8.4,8.1,9.0,7.0,7.6,7.5,6.5,663,2,600.48
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,275.22,275.22,275.22,EUR,Seat Ateca,744190276,1,1,1,4,Intermediate,5,Automatic,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,825.6600000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,206.69,206.69,206.69,EUR,Seat Leon,564700603,1,1,1,4,Compact,5,Automatic,500 kilometres per rental,Keddy By Europcar,7.6,8.4,8.1,9.0,7.0,7.6,7.5,6.5,663,2,620.0699999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,207.67,207.67,207.67,EUR,Opel Astra,564700538,1,1,1,4,Compact,5,Automatic,500 kilometres per rental,Keddy By Europcar,7.6,8.4,8.1,9.0,7.0,7.6,7.5,6.5,663,2,623.01
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,208.86,208.86,208.86,EUR,Opel Astra,677958106,1,1,1,4,Compact,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,626.58
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,211.61,211.61,211.61,EUR,DS 3 Crossback E-Tense,731731161,1,1,1,4,Compact,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,634.83
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,211.47,211.47,211.47,EUR,Hyundai i30,593748633,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,634.41
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,259.69,261.35,259.69,EUR,Nissan Qashqai,710750636,1,1,1,4,Intermediate,5,Manual,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,780.73
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,264.5,266.16,264.5,EUR,Nissan Qashqai,710750641,1,1,1,4,Intermediate,5,Automatic,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,795.1600000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,183.56,185.22,183.56,EUR,Hyundai i20,710750591,1,1,1,4,Economy,5,Manual,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,552.34
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,636.06,636.06,636.06,EUR,Volkswagen Touareg,747640226,1,1,1,4,Full-size,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1908.1799999999998
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,196.65,196.65,196.65,EUR,Seat Ibiza,720815751,1,1,1,4,Economy,5,Manual,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,589.95
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,737.98,737.98,737.98,EUR,BMW X5,686759961,1,1,1,4,Special,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,2213.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,329.99,329.99,329.99,EUR,Volkswagen Tiguan Allspace,704188501,1,1,1,5,Intermediate,5,Manual,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,989.97
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,215.47,215.47,215.47,EUR,Fiat 500,720492981,1,1,1,2,Mini,4,Manual,Unlimited km,Avis,7.8,8.9,8.6,9.0,7.3,7.8,7.2,6.6,1642,2,646.41
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,262.63,262.63,262.63,EUR,Citroen C5 X,720815781,1,1,1,4,Intermediate,5,Manual,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,787.89
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,359.89,359.89,359.89,EUR,Seat Ateca,747586546,1,1,1,4,Intermediate,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1079.67
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,294.05,294.05,294.05,EUR,Ford Kuga GPS,678119521,1,1,1,4,Intermediate,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,882.1500000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,297.46,297.46,297.46,EUR,Seat Ateca,661789643,1,1,1,5,Intermediate,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,892.3799999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,300.44,300.44,300.44,EUR,Opel Grandland X,731514286,1,1,1,4,Intermediate,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,901.3199999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,291.32,291.32,291.32,EUR,Ford Kuga,649260923,1,1,1,4,Intermediate,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,873.96
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,291.47,291.47,291.47,EUR,Seat Ateca,664260006,1,1,1,4,Intermediate,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,874.4100000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,374.22,374.22,374.22,EUR,Volkswagen Tiguan,661954803,1,1,1,4,Standard,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1122.66
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,379.22,379.22,379.22,EUR,Volkswagen Tiguan,661927253,1,1,1,4,Standard,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1137.66
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,242.84,242.84,242.84,EUR,Seat Arona,744194901,1,1,1,4,Compact,5,Automatic,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,728.52
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,255.7,255.7,255.7,EUR,Ford Mondeo,564631198,1,1,1,4,Intermediate,5,Automatic,600 kilometres per rental,Thrifty,7.9,8.6,8.4,9.3,8.3,6.0,7.3,7.8,403,2,767.0999999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,729.98,729.98,729.98,EUR,Audi A8   ,686758341,1,1,1,4,Luxury,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,2189.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,523.98,523.98,523.98,EUR,BMW 4 Series,703529681,1,1,1,2,Luxury,4,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1571.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,492.97,492.97,492.97,EUR,BMW Z4 Cabrio,742931776,1,1,1,2,Premium,2,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1478.91
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,239.73,239.73,239.73,EUR,Opel Crossland X,664943336,1,1,1,4,Intermediate,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,719.1899999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,205.07,205.07,205.07,EUR,Hyundai i30 Estate,744545031,1,1,1,4,Compact,5,Manual,Unlimited km,Wheego,7.4,9.5,9.6,6.8,7.9,5.6,5.6,8.6,48,2,615.21
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,266.83,266.83,266.83,EUR,Opel Zafira GPS,649251028,1,1,1,5,Intermediate,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,800.49
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,262.29,262.29,262.29,EUR,Ford Mondeo,670552776,1,1,1,4,Intermediate,5,Automatic,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,786.8700000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,356.98,356.98,356.98,EUR,Mazda MX-5 Cabrio,743416561,1,1,1,2,Intermediate,2,Manual,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1070.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,216.96,216.96,216.96,EUR,Volkswagen Golf GPS,564700528,1,1,1,4,Compact,5,Manual,500 kilometres per rental,Keddy By Europcar,7.6,8.4,8.1,9.0,7.0,7.6,7.5,6.5,663,2,650.88
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,213.46,213.46,213.46,EUR,Volkswagen Golf,593748638,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,640.38
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,283.54,283.54,283.54,EUR,Opel Insignia,564700548,1,1,1,4,Intermediate,5,Automatic,500 kilometres per rental,Keddy By Europcar,7.6,8.4,8.1,9.0,7.0,7.6,7.5,6.5,663,2,850.6200000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,220.39,220.39,220.39,EUR,Seat Leon GPS,720815741,1,1,1,4,Compact,5,Manual,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,661.17
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,206.48,206.48,206.48,EUR,Volkswagen Polo   ,593748623,1,1,1,2,Economy,4,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,619.4399999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,204.28,204.28,204.28,EUR,Ford Fiesta,564047783,1,1,1,4,Economy,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,612.84
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,381.98,381.98,381.98,EUR,Audi Q3,742993956,1,1,1,4,Intermediate,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1145.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,441.64,441.64,441.64,EUR,Volkswagen Tiguan,747681711,1,1,1,4,Standard,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1324.92
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,436.65,436.65,436.65,EUR,Volkswagen Tiguan,747686766,1,1,1,4,Standard,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1309.9499999999998
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,221.52,221.52,221.52,EUR,Opel Astra,661320518,1,1,1,4,Compact,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,664.5600000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,220.07,220.07,220.07,EUR,Ford Focus GPS,564047758,1,1,1,4,Compact,5,Manual,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,660.21
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,220.48,220.48,220.48,EUR,Seat Leon,707281566,1,1,1,4,Compact,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,661.4399999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,437.96,437.96,437.96,EUR,Audi A6,686742141,1,1,1,4,Luxury,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1313.8799999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,462.98,462.98,462.98,EUR,Audi A6   ,686732421,1,1,1,4,Luxury,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1388.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,451.99,451.99,451.99,EUR,Audi A5 Sportback,686747001,1,1,1,2,Premium,4,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1355.97
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,231.55,231.55,231.55,EUR,Seat Leon,720815731,1,1,1,4,Compact,5,Automatic,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,694.6500000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,468.93,468.93,468.93,EUR,Mercedes C-Class  Estate,747564596,1,1,1,5,Premium,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1406.79
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,356.11,356.11,356.11,EUR,Audi A4 Estate,720815761,1,1,1,4,Full-size,5,Automatic,400 kilometres per rental,Budget,7.4,8.1,8.0,8.6,7.0,7.7,6.5,6.4,1229,2,1068.33
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,302.58,302.58,302.58,EUR,Opel Insignia,661762098,1,1,1,4,Intermediate,5,Automatic,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,907.74
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,304.93,304.93,304.93,EUR,Ford Mondeo,564047798,1,1,1,4,Intermediate,5,Automatic,800 kilometres per rental,Hertz,8.4,8.9,8.9,8.9,8.7,8.3,7.8,7.6,1266,2,914.79
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,342.97,342.97,342.97,EUR,Opel Insignia,742829161,1,1,1,4,Standard,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1028.91
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,268.99,268.99,268.99,EUR,Opel Crossland X,704048016,1,1,1,4,Compact,4,Manual,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,806.97
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,313.96,313.96,313.96,EUR,Audi Q2,734756956,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,941.8799999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,313.96,313.96,313.96,EUR,Volkswagen T-Roc,740281706,1,1,1,4,Compact,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,941.8799999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,465.98,465.98,465.98,EUR,Audi A6 Estate,686738901,1,0,1,4,Luxury,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1397.94
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,256.35,256.35,256.35,EUR,Hyundai i30 Estate,744545026,1,1,1,4,Compact,5,Automatic,Unlimited km,Wheego,7.4,9.5,9.6,6.8,7.9,5.6,5.6,8.6,48,2,769.0500000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,456.97,456.97,456.97,EUR,Audi A6  Estate,704388381,1,1,1,4,Premium,5,Automatic,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,1370.91
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,293.95,293.95,293.95,EUR,Volkswagen T-Roc,740247501,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,881.8499999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,192.41,192.41,192.41,EUR,Ford Focus Estate,564631213,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Thrifty,7.9,8.6,8.4,9.3,8.3,6.0,7.3,7.8,403,2,577.23
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,233.04,233.04,233.04,EUR,Ford Focus,564631193,1,1,1,4,Compact,5,Automatic,600 kilometres per rental,Thrifty,7.9,8.6,8.4,9.3,8.3,6.0,7.3,7.8,403,2,699.12
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,325.18,326.84,325.18,EUR,Mazda 6 Estate,710750631,1,1,1,4,Intermediate,5,Manual,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,977.2
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,338.08,339.74,338.08,EUR,Mazda 6 Estate,710761601,1,1,1,4,Intermediate,5,Automatic,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,1015.9
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,301.51,301.51,301.51,EUR,BMW X2,713263266,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,904.53
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,363.94,363.94,363.94,EUR,BMW X2,747620006,1,0,1,4,Compact,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,1091.82
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,319.97,319.97,319.97,EUR,Opel Insignia,686725941,1,1,1,4,Intermediate,5,Manual,600 kilometres per rental,Sixt,7.9,8.4,8.5,9.3,7.6,8.4,6.5,7.3,1166,2,959.9100000000001
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,177.11,178.77,177.11,EUR,Fiat 500,710750586,1,1,1,2,Mini,4,Manual,500 kilometres per rental,Buchbinder,8.4,9.1,9.0,9.7,9.0,7.6,7.3,7.4,268,2,532.99
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,231.48,231.48,231.48,EUR,Volkswagen Golf GPS,593748648,1,1,1,4,Compact,5,Manual,600 kilometres per rental,Europcar,8.4,8.9,9.1,9.3,8.6,8.2,7.1,8.0,2222,2,694.4399999999999
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,297.44,297.44,297.44,EUR,Seat Leon Estate,720492961,1,0,1,4,Compact,5,Manual,Unlimited km,Avis,7.8,8.9,8.6,9.0,7.3,7.8,7.2,6.6,1642,2,892.3199999999999
