airport,airport_iata,country,city,rental_length,start_date,start_time,return_date,return_time,date_offset,deposit_price,drive_away_price,price,currency,product_name,product_id,airbags,aircon,free_cancellation,doors,group,seats,transmission,mileage,supplier_name,average,cleanliness,condition,dropoff_time,efficiency,location,pickup_time,value_for_money,no_of_ratings,rental_days,total_price
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,75.0,75.0,75.0,GBP,Fiat 500,728723191,1,1,1,4,Mini,5,Manual,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,225.0
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,85.62,85.62,85.62,GBP,Kia Rio,691529366,1,1,1,4,Economy,5,Manual,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,256.86
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,95.56,95.56,95.56,GBP,Kia Stonic,691529536,1,1,1,4,Compact,5,Manual,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,286.68
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,90.64,90.64,90.64,GBP,Seat Leon,691529351,1,1,1,4,Compact,5,Manual,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,271.92
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,109.6,109.6,109.6,GBP,Honda CR-V,691529441,1,1,1,4,Intermediate,5,Manual,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,328.79999999999995
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,90.62,90.62,90.62,GBP,Volkswagen Golf,728723216,1,1,1,4,Compact,5,Manual,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,271.86
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,112.16,112.16,112.16,GBP,Nissan Qashqai,699298791,1,1,1,4,Intermediate,5,Manual,400 miles per rental,Keddy By Europcar,8.4,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071,2,336.48
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,114.3,136.02,114.3,GBP,Nissan Qashqai   ,738669556,1,1,1,4,Intermediate,5,Manual,Unlimited mileage,Europcar,8.5,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966,2,364.62
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,107.91,107.91,107.91,GBP,Ford Mondeo,691529431,1,1,1,5,Standard,5,Manual,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,323.73
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,125.64,149.51,125.64,GBP,Kia Sportage,745686606,1,1,1,5,Standard,5,Manual,Unlimited mileage,Europcar,8.5,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966,2,400.78999999999996
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,93.83,93.83,93.83,GBP,Vauxhall Corsa,699254971,1,1,1,4,Economy,5,Manual,400 miles per rental,Keddy By Europcar,8.4,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071,2,281.49
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,151.68,151.68,151.68,GBP,Nissan Qashqai   ,712385081,1,1,1,4,Intermediate,5,Manual,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,455.04
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,118.3,118.3,118.3,GBP,Polestar 2,740439691,1,1,1,5,Premium,5,Automatic,600 miles per rental,Hertz,7.8,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146,2,354.9
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,117.35,139.65,117.35,GBP,Vauxhall Crossland X,738651026,1,1,1,4,Compact,5,Manual,Unlimited mileage,Europcar,8.5,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966,2,374.35
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,131.98,131.98,131.98,GBP,Peugeot 2008,739391166,1,1,1,4,Compact,5,Manual,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,395.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,131.98,131.98,131.98,GBP,Vauxhall Crossland X,672007301,1,1,1,4,Compact,5,Manual,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,395.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,131.98,131.98,131.98,GBP,Peugeot 2008,673966761,1,1,1,4,Compact,5,Manual,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,395.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,87.5,87.5,87.5,GBP,Ford Fiesta,728723201,1,1,1,4,Economy,5,Manual,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,262.5
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,102.91,102.91,102.91,GBP,Vauxhall Corsa,537142658,1,1,1,2,Economy,4,Manual,Unlimited mileage,Hertz,7.8,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146,2,308.73
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,117.01,117.01,117.01,GBP,Ford Focus,712319871,1,1,1,4,Compact,5,Manual,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,351.03000000000003
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,115.16,115.16,115.16,GBP,Vauxhall Crossland X,738750416,1,1,1,4,Compact,5,Manual,400 miles per rental,Keddy By Europcar,8.4,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071,2,345.48
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,106.25,106.25,106.25,GBP,Volkswagen Passat,728723226,1,1,1,4,Standard,5,Manual,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,318.75
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,131.98,131.98,131.98,GBP,Citroen C3 Aircross,710800766,1,1,1,4,Compact,5,Manual,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,395.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,92.06,92.06,92.06,GBP,Fiat 500,699340901,1,1,1,2,Mini,4,Manual,400 miles per rental,Keddy By Europcar,8.4,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071,2,276.18
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,110.47,110.47,110.47,GBP,Ford Focus,699242306,1,1,1,4,Compact,5,Manual,400 miles per rental,Keddy By Europcar,8.4,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071,2,331.40999999999997
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,112.61,134.01,112.61,GBP,Ford Focus,700671878,1,1,1,4,Compact,5,Manual,Unlimited mileage,Europcar,8.5,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966,2,359.23
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,131.98,131.98,131.98,GBP,Vauxhall Astra,537142623,1,1,1,4,Compact,5,Manual,Unlimited mileage,Hertz,7.8,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146,2,395.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,100.3,100.3,100.3,GBP,Fiat 500,711632846,1,0,1,2,Mini,4,Manual,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,300.9
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,100.3,100.3,100.3,GBP,Fiat 500,668700381,1,1,1,2,Mini,4,Manual,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,300.9
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,197.25,197.25,197.25,GBP,Nissan Qashqai,713364951,1,1,1,4,Intermediate,5,Manual,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,591.75
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,377.96,377.96,377.96,GBP,Volvo XC40,743014606,1,1,1,5,Standard,5,Automatic,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,1133.8799999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,95.76,113.95,95.76,GBP,Vauxhall Corsa,700717048,1,1,1,2/4,Economy,4,Manual,Unlimited mileage,Europcar,8.5,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966,2,305.47
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,248.18,248.18,248.18,GBP,Volvo XC40,738556376,1,1,1,5,Standard,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,744.54
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,114.68,114.68,114.68,GBP,Vauxhall Corsa,712343161,1,1,1,2,Economy,4,Manual,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,344.04
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,104.43,104.43,104.43,GBP,Toyota Aygo,712412361,1,1,1,2,Mini,4,Manual,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,313.29
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,206.77,206.77,206.77,GBP,Nissan Qashqai   ,712381201,1,1,1,4,Intermediate,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,620.3100000000001
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,164.97,164.97,164.97,GBP,Hyundai Tucson,668705231,1,1,1,5,Standard,5,Manual,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,494.90999999999997
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,164.97,164.97,164.97,GBP,Hyundai Tucson,710807096,1,1,1,4,Standard,5,Manual,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,494.90999999999997
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,237.59,237.59,237.59,GBP,Nissan Qashqai   ,713358351,1,1,1,4,Intermediate,5,Automatic,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,712.77
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,93.96,111.81,93.96,GBP,Fiat 500,700948158,1,1,1,2,Mini,4,Manual,Unlimited mileage,Europcar,8.5,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966,2,299.73
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,153.07,153.07,153.07,GBP,Tesla Model 3,740451651,1,1,1,4,Full-size,5,Automatic,600 miles per rental,Hertz,7.8,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146,2,459.21
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,109.58,109.58,109.58,GBP,Peugeot e-208 GPS,732373806,1,1,1,4,Economy,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,328.74
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,125.37,125.37,125.37,GBP,Peugeot 208,627374093,1,1,1,4,Economy,5,Manual,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,376.11
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,125.37,125.37,125.37,GBP,Volkswagen Polo,668690291,1,1,1,4,Economy,5,Manual,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,376.11
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,326.96,326.96,326.96,GBP,Audi Q3,723949466,1,1,1,4,Premium,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,980.8799999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,143.98,143.98,143.98,GBP,Volkswagen T-Cross,723939191,1,1,1,4,Compact,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,431.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,915.0,915.0,915.0,GBP,Seat Alhambra,728723251,1,1,1,4,Full-size,7,Automatic,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,2745.0
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,129.02,129.02,129.02,GBP,Seat Leon Estate,691529356,1,1,1,4,Compact,5,Manual,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,387.06000000000006
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,145.17,145.17,145.17,GBP,Volkswagen Golf,627374038,1,1,1,4,Compact,5,Manual,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,435.51
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,145.17,145.17,145.17,GBP,Volkswagen Golf,668687866,1,1,1,5,Compact,5,Manual,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,435.51
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,374.24,374.24,374.24,GBP,Mercedes C-Class,627374058,1,1,1,5,Premium,5,Automatic,Unlimited mileage,Budget,8.1,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757,2,1122.72
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,374.24,374.24,374.24,GBP,Mercedes C-Class,671144766,1,1,1,4,Premium,5,Automatic,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,1122.72
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,564.63,564.63,564.63,GBP,Mercedes C-Class,712423811,1,1,1,5,Premium,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,1693.8899999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,122.98,122.98,122.98,GBP,Fiat 500,723941471,1,1,1,2,Economy,4,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,368.94
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,131.98,131.98,131.98,GBP,Peugeot 308,723939951,1,1,1,4,Compact,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,395.93999999999994
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,133.99,133.99,133.99,GBP,Audi A1,723937671,1,1,1,2,Compact,4,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,401.97
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,196.11,196.11,196.11,GBP,Honda CR-V,691529446,1,1,1,4,Intermediate,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,588.33
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,217.12,217.12,217.12,GBP,Mazda MX-30,738541856,1,1,1,4,Compact,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,651.36
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,217.12,217.12,217.12,GBP,Vauxhall Mokka-e,739428971,1,1,1,4,Compact,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,651.36
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,135.54,135.54,135.54,GBP,Seat Leon,691529341,1,1,1,4,Compact,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,406.62
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,582.1,582.1,582.1,GBP,Mercedes C-Class,728007666,1,1,1,5,Premium,5,Automatic,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,1746.3000000000002
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,261.35,261.35,261.35,GBP,Mazda MX-30,738593606,1,1,1,4,Compact,5,Automatic,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,784.0500000000001
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,156.09,156.09,156.09,GBP,Kia Stonic,691529541,1,1,1,4,Compact,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,468.27
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,366.98,366.98,366.98,GBP,Audi Q5,723947946,1,1,1,5,Luxury,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,1100.94
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,184.78,184.78,184.78,GBP,Vauxhall Mokka,743084806,1,1,1,4,Intermediate,5,Manual,Unlimited mileage,Hertz,7.8,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146,2,554.34
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,134.19,134.19,134.19,GBP,Kia Rio,691529371,1,1,1,4,Economy,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,402.57
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,133.75,133.75,133.75,GBP,Volkswagen Golf,728723221,1,1,1,4,Compact,5,Automatic,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,401.25
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,134.38,134.38,134.38,GBP,Ford Focus,745204666,1,1,1,3,Compact,5,Automatic,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,403.14
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,124.99,124.99,124.99,GBP,Volkswagen Polo,723938431,1,1,1,4,Economy,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,374.96999999999997
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,231.42,231.42,231.42,GBP,MG ZS,741205406,1,1,1,5,Compact,5,Automatic,Unlimited mileage,Avis,8.1,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533,2,694.26
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,227.49,227.49,227.49,GBP,Mazda MX-30,738527336,1,1,1,4,Compact,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,682.47
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,148.11,148.11,148.11,GBP,Vauxhall Corsa,712339161,1,1,1,2,Economy,4,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,444.33000000000004
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,249.48,249.48,249.48,GBP,Vauxhall Mokka-e,739463806,1,1,1,4,Compact,5,Automatic,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,748.4399999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,254.98,254.98,254.98,GBP,Audi A5,723949086,1,1,1,5,Premium,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,764.9399999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,160.67,160.67,160.67,GBP,Kia e-Niro,732371316,1,1,1,5,Intermediate,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,482.01
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,152.75,152.75,152.75,GBP,Vauxhall Corsa,712354991,1,1,1,4,Economy,4,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,458.25
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,250.0,250.0,250.0,GBP,Peugeot 3008,742557831,1,1,1,4,Intermediate,5,Manual,Unlimited km,Arnold Clark,8.2,10.0,9.1,9.9,9.1,7.5,4.2,7.9,5,2,750.0
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,206.96,206.96,206.96,GBP,Skoda Karoq,723950986,1,1,1,4,Intermediate,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,620.88
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,324.96,324.96,324.96,GBP,Tesla Model Y,747757236,1,1,1,4,Premium,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,974.8799999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,402.96,402.96,402.96,GBP,Mercedes GLE,723952886,1,1,1,5,Luxury,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,1208.8799999999999
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,577.48,577.48,577.48,GBP,Mercedes E-Class,712393031,1,1,1,5,Luxury,5,Automatic,Unlimited mileage,Alamo,8.1,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627,2,1732.44
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,133.12,133.12,133.12,GBP,Volkswagen Polo,728723206,1,1,1,4,Economy,5,Automatic,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,399.36
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,158.15,158.15,158.15,GBP,Vauxhall Corsa,713251051,1,1,1,2,Economy,4,Manual,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,474.45000000000005
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,132.5,132.5,132.5,GBP,Ford Fiesta,728723211,1,1,1,4,Economy,5,Automatic,200 miles per rental,Surprice,5.6,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210,2,397.5
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,191.96,191.96,191.96,GBP,Peugeot 3008,723944906,1,1,1,4,Intermediate,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,575.88
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,278.98,278.98,278.98,GBP,Audi Q3   ,723942626,1,1,1,4,Intermediate,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,836.94
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,150.21,150.21,150.21,GBP,Volkswagen ID.3,732064366,1,1,1,5,Compact,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,450.63
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,160.99,160.99,160.99,GBP,Skoda Octavia,723944146,1,1,1,5,Intermediate,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,482.97
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,595.33,595.33,595.33,GBP,Mercedes E-Class,728120601,1,1,1,5,Luxury,5,Automatic,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,1785.9900000000002
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,152.96,152.96,152.96,GBP,BMW 1 Series,723945666,1,1,1,4,Compact,5,Manual,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,458.88
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,230.99,230.99,230.99,GBP,Peugeot 3008,723944526,1,1,1,4,Intermediate,5,Automatic,450 miles per rental,Sixt,7.7,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010,2,692.97
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,163.94,163.94,163.94,GBP,Hyundai IONIQ,732370086,1,1,1,4,Intermediate,5,Automatic,200 miles per rental,Green Motion,6.9,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909,2,491.82
Heathrow Airport,LHR,GB,London,2,2023-07-25,10:00,2023-07-27,10:00,0,155.0,155.0,155.0,GBP,Toyota Aygo,728057206,1,1,1,2,Mini,4,Manual,Unlimited mileage,Enterprise,8.3,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890,2,465.0
